Seed,UE,X,Y,Z,Distance,AvgCQI,CC1,CC2,CC3,CC4,CC5,CQI_CC1,CQI_CC2,CQI_CC3,CQI_CC4,CQI_CC5,Thr_CC1_Mbps,Thr_CC2_Mbps,Thr_CC3_Mbps,Thr_CC4_Mbps,Thr_CC5_Mbps,TotalThr_Mbps
101.0,2.0,21.200276060441936,5.360242259114212,1.5,35.922609901221556,15.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,0.616,2.968,0.0,5.88,0.0,9.464
101.0,3.0,-141.4577320565709,-135.45463877207982,1.5,197.91538374634558,5.4,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,8.0,4.0,0.21,0.0,0.0,8.19,0.0,8.4
101.0,4.0,-98.54350313246908,-108.63922873136816,1.5,149.4173819505799,10.4,1.0,1.0,1.0,1.0,1.0,5.0,11.0,11.0,13.0,12.0,1.372,8.652,0.0,0.0,3.612,13.636
101.0,5.0,55.583094509193764,-93.90977215862368,1.5,112.78641630135509,11.8,1.0,1.0,1.0,1.0,1.0,15.0,14.0,8.0,8.0,14.0,0.574,0.0,2.52,0.0,0.0,3.094
101.0,6.0,100.16905879082296,148.2953703462291,1.5,181.21149854566238,10.6,1.0,1.0,1.0,1.0,1.0,13.0,7.0,13.0,12.0,8.0,0.63,12.236,0.0,18.802,15.092,46.76
101.0,7.0,-57.910134098328655,6.199619005490076,1.5,64.84033395271527,15.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,3.402,0.0,2.744,0.0,0.0,6.146
101.0,8.0,118.08392390501919,23.636860642625066,1.5,123.75283538507408,13.8,1.0,1.0,1.0,1.0,1.0,13.0,15.0,15.0,15.0,11.0,4.214,0.0,0.0,0.0,0.0,4.214
101.0,9.0,66.4631585304914,70.44571748081457,1.5,100.95642898417105,13.4,1.0,1.0,1.0,1.0,1.0,11.0,15.0,15.0,12.0,14.0,15.638,18.046,0.0,0.0,8.848,42.532
101.0,10.0,-93.01831373856096,12.588531668878055,1.5,98.0975423766758,12.8,1.0,1.0,1.0,1.0,1.0,15.0,13.0,7.0,15.0,14.0,5.264,0.0,16.73,0.0,0.0,21.994
101.0,11.0,16.268277337436142,123.94606730273057,1.5,128.21674792062367,11.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,15.0,9.0,14.0,0.588,0.0,27.678,2.086,0.0,30.352
101.0,12.0,-44.36041379201576,92.37604529637514,1.5,106.36460904077451,12.0,1.0,1.0,1.0,1.0,1.0,14.0,11.0,13.0,7.0,15.0,0.588,0.0,0.0,0.0,11.984,12.572
101.0,13.0,-95.4322792019764,-29.100650791863792,1.5,103.76135017526506,13.4,1.0,1.0,1.0,1.0,1.0,15.0,13.0,13.0,11.0,15.0,3.346,0.0,0.0,11.438,5.74,20.524
101.0,14.0,85.68052855930765,-42.83269715376365,1.5,99.94019671617805,14.2,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,11.0,0.56,5.894,6.048,0.0,11.424,23.926
101.0,15.0,139.64496672359078,135.86301441326196,1.5,196.90537173142584,7.8,1.0,1.0,1.0,1.0,1.0,7.0,7.0,13.0,1.0,11.0,2.422,0.0,0.0,0.0,0.0,2.422
101.0,16.0,-80.2939014555718,-46.91052663223205,1.5,97.26231603180354,13.2,1.0,1.0,1.0,1.0,1.0,15.0,15.0,8.0,13.0,15.0,0.462,0.0,0.0,0.0,0.0,0.462
101.0,17.0,-124.93156990099689,109.5299448954984,1.5,168.57329559197265,9.6,1.0,1.0,1.0,1.0,1.0,10.0,6.0,11.0,12.0,9.0,18.578,3.976,0.0,0.0,0.0,22.554
101.0,18.0,31.064526687365557,99.08331365963909,1.5,107.67895738761808,13.8,1.0,1.0,1.0,1.0,1.0,15.0,14.0,13.0,12.0,15.0,0.588,0.0,0.0,0.0,0.0,0.588
101.0,19.0,68.69782718628534,11.448434774267213,1.5,75.25096756120399,14.4,1.0,1.0,1.0,1.0,1.0,15.0,15.0,14.0,15.0,13.0,0.602,0.0,0.0,0.0,0.0,0.602
101.0,20.0,-67.12835145082117,126.74081177016708,1.5,146.22482325742743,12.6,1.0,1.0,1.0,1.0,1.0,15.0,13.0,10.0,10.0,15.0,0.588,0.0,0.0,12.25,0.0,12.838
101.0,1.0,4.919588310733847,55.591898634053486,1.5,62.66507434676821,15.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,14.182,0.0,0.0,0.0,0.0,14.182
101.0,2.0,21.200276060441936,5.360242259114212,1.5,35.922609901221556,15.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,0.644,3.486,0.0,3.598,0.0,7.728
101.0,3.0,-141.4577320565709,-135.45463877207982,1.5,197.91538374634558,5.4,1.0,1.0,1.0,1.0,1.0,7.0,3.0,6.0,7.0,4.0,0.406,0.0,0.0,6.468,0.0,6.874
101.0,4.0,-98.54350313246908,-108.63922873136816,1.5,149.4173819505799,10.2,1.0,1.0,1.0,1.0,1.0,5.0,10.0,11.0,14.0,11.0,2.184,17.752,0.0,0.0,17.99,37.926
101.0,5.0,55.583094509193764,-93.90977215862368,1.5,112.78641630135509,11.6,1.0,1.0,1.0,1.0,1.0,15.0,14.0,8.0,8.0,13.0,0.658,0.0,4.284,0.0,0.0,4.942
