Seed,UE,X,Y,Z,Distance,AvgCQI,CC1,CC2,CC3,CC4,CC5,CQI_CC1,CQI_CC2,CQI_CC3,CQI_CC4,CQI_CC5,Thr_CC1_Mbps,Thr_CC2_Mbps,Thr_CC3_Mbps,Thr_CC4_Mbps,Thr_CC5_Mbps,TotalThr_Mbps
101,4,-98.5435031324691,-108.639228731368,1.5,149.41738195058,10.2,1,0,1,1,1,3,11,11,14,12,0.224,0,0,0,0,0.224
101,5,55.5830945091938,-93.9097721586237,1.5,112.786416301355,12,1,0,1,1,1,15,14,8,8,15,0.462,0,12.656,0,0,13.118
101,6,100.169058790823,148.295370346229,1.5,181.211498545662,11,1,0,1,1,1,13,7,13,13,9,0.56,0,6.062,0,4.62,11.242
101,7,-57.9101340983287,6.19961900549008,1.5,64.8403339527153,15,1,0,1,1,1,15,15,15,15,15,11.508,0,0,3.29,0,14.798
101,8,118.083923905019,23.6368606426251,1.5,123.752835385074,13.4,1,0,1,1,1,13,15,15,15,9,0.546,0,0,0,7.028,7.574
101,9,66.4631585304914,70.4457174808146,1.5,100.956428984171,13.4,1,0,1,1,1,11,15,15,12,14,13.006,0,5.698,0,3.094,21.798
101,10,-93.018313738561,12.5885316688781,1.5,98.0975423766758,12.4,1,0,1,1,1,13,13,7,15,14,10.374,0,0.406,9.268,0,20.048
101,11,16.2682773374361,123.946067302731,1.5,128.216747920624,11.4,1,0,1,1,1,11,7,15,10,14,9.198,0,0,9.31,0,18.508
101,12,-44.3604137920158,92.3760452963751,1.5,106.364609040775,12.2,1,0,1,1,1,14,12,13,7,15,0.546,0,0,0,0,0.546
101,13,-95.4322792019764,-29.1006507918638,1.5,103.761350175265,13.2,1,0,1,1,1,15,13,12,11,15,0.616,0,0,0,0,0.616
101,14,85.6805285593076,-42.8326971537636,1.5,99.9401967161781,13.8,1,0,1,1,1,15,15,15,15,9,0.532,0,2.8,0,26.334,29.666
101,15,139.644966723591,135.863014413262,1.5,196.905371731426,7.8,1,0,1,1,1,6,7,13,1,12,5.208,0,0,0,0,5.208
101,16,-80.2939014555718,-46.910526632232,1.5,97.2623160318035,13,1,0,1,1,1,15,15,7,13,15,6.216,0,16.66,0,0,22.876
101,17,-124.931569900997,109.529944895498,1.5,168.573295591973,9.4,1,0,1,1,1,8,8,11,10,10,2.38,0,0,9.254,0,11.634
101,18,31.0645266873656,99.0833136596391,1.5,107.678957387618,13.8,1,0,1,1,1,15,14,13,12,15,0.588,0,0,0,0,0.588
101,19,68.6978271862853,11.4484347742672,1.5,75.250967561204,13.8,1,0,1,1,1,15,15,12,14,13,0.518,0,5.978,0,0,6.496
101,20,-67.1283514508212,126.740811770167,1.5,146.224823257427,13.2,1,0,1,1,1,15,14,10,12,15,0.518,0,0,0,0,0.518
101,1,4.91958831073385,55.5918986340535,1.5,62.6650743467682,15,1,1,1,1,1,15,15,15,15,15,0.546,0,0,0,11.984,12.53
101,2,21.2002760604419,5.36024225911421,1.5,35.9226099012216,15,1,1,1,1,1,15,15,15,15,15,3.528,0,0,0,0,3.528
101,3,-141.457732056571,-135.45463877208,1.5,197.915383746346,5.4,1,1,1,1,1,6,3,6,8,4,0.168,1.092,0,3.738,0,4.998
101,4,-98.5435031324691,-108.639228731368,1.5,149.41738195058,10.2,1,1,1,1,1,3,11,11,14,12,0.21,0,0,0,0,0.21
101,5,55.5830945091938,-93.9097721586237,1.5,112.786416301355,11.8,1,1,1,1,1,15,14,7,8,15,0.574,2.716,14.784,0,0,18.074
101,6,100.169058790823,148.295370346229,1.5,181.211498545662,10.8,1,1,1,1,1,12,7,12,13,10,0.602,1.876,6.146,0,8.68,17.304
101,7,-57.9101340983287,6.19961900549008,1.5,64.8403339527153,15,1,1,1,1,1,15,15,15,15,15,9.604,5.81,0,3.024,0,18.438
101,8,118.083923905019,23.6368606426251,1.5,123.752835385074,13.6,1,1,1,1,1,13,15,15,15,10,0.672,0,0,0,5.992,6.664
101,9,66.4631585304914,70.4457174808146,1.5,100.956428984171,13.2,1,1,1,1,1,11,15,15,12,13,3.556,5.684,5.88,0,2.954,18.074
101,10,-93.018313738561,12.5885316688781,1.5,98.0975423766758,12.4,1,1,1,1,1,14,13,7,14,14,7.014,0,0,18.186,0,25.2
101,11,16.2682773374361,123.946067302731,1.5,128.216747920624,11,1,1,1,1,1,10,6,15,10,14,9.394,3.738,0,19.488,0,32.62
101,12,-44.3604137920158,92.3760452963751,1.5,106.364609040775,12,1,1,1,1,1,14,11,13,7,15,0.602,2.758,0,0,0,3.36
101,13,-95.4322792019764,-29.1006507918638,1.5,103.761350175265,13,1,1,1,1,1,15,13,11,11,15,3.388,2.954,0,0,0,6.342
101,14,85.6805285593076,-42.8326971537636,1.5,99.9401967161781,14,1,1,1,1,1,15,15,14,15,11,3.836,5.418,0,0,30.268,39.522
101,15,139.644966723591,135.863014413262,1.5,196.905371731426,7.6,1,1,1,1,1,5,7,13,1,12,6.622,0,0,0,0,6.622
101,16,-80.2939014555718,-46.910526632232,1.5,97.2623160318035,13,1,1,1,1,1,15,15,8,13,14,6.706,2.786,14.756,0,0,24.248
101,17,-124.931569900997,109.529944895498,1.5,168.573295591973,9.4,1,1,1,1,1,8,8,11,10,10,4.872,4.018,0,15.134,0,24.024
101,18,31.0645266873656,99.0833136596391,1.5,107.678957387618,13.8,1,1,1,1,1,15,14,13,12,15,0.42,6.3,0,0,0,6.72
101,19,68.6978271862853,11.4484347742672,1.5,75.250967561204,13.8,1,1,1,1,1,15,15,12,14,13,0.588,2.716,9.072,0,0,12.376
101,20,-67.1283514508212,126.740811770167,1.5,146.224823257427,13.2,1,1,1,1,1,15,14,10,12,15,0.518,2.856,0,0,0,3.374
101,1,4.91958831073385,55.5918986340535,1.5,62.6650743467682,15,1,0,1,1,1,15,15,15,15,15,0.56,0,0,0,17.64,18.2
